User,UserDom,Group,GroupDom,Modify
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_LIBRA_REA,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_LAB USE_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_PETERS_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_RAWMATSPEC_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_WILBUR_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_GRKNS_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_PETERS_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_WLBR_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_KOSHER_READ,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_PETERS_REA,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_VELICHE_RD,NA,Add
crowewh3,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_NOTGRK_READ,NA,Add
crowewh3,NA,CPLITI01M_Shared_Lititz_Dist Center_Samples_Change,NA,Add
rhobson,NA,CPLITI01M_MOUNT JOY_PRODUCTION_DEPARTMENT_DEFAULTS,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_ACTG_C AND M_CAP PRJS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_ACTG_C AND M_PROJ INFO_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_BU PLAN_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_PURCHASING_BURLINCRUMB_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_PURCHASING_PURCHORDFRM_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_ADMIN_PRESENTATIONS_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_ADMIN_PROD VAC SCHED_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_BUDS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_ENGINEERING_ACAD_PRJ_MJOY_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_HUMAN RES_EMPTRLOGS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_HUMAN RES_HRFORMS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_HUMAN RES_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_PRODUCTION_LABELS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_LITITZ_PLANT_PRODUCTION_SCHEDULE_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_ADMINISTRATION_HOURLYVACATION_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_MAINTENANCE_INSPECTIONS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_MAINTENANCE_MP2PICTURES_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_MAINTENANCE_PLANNING_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_MAINTENANCE_SCHED INPUT_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_MAINTENANCE_SCHEDUILING_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PROD_FORMULAS_CHOCOLATE_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PROD_FORMULAS_LIQUOR_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_DAILYOPS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_DAILYPROCS_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_JMONTALVO_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_LPP DATALOGGER_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_LABELS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_SCHEDULE_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_ADAGE_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_BEAN YIELD PRJ_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_COAS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_COCOABEANS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_CUSTOMERFILES_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_DATABASE_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_FOODSAFETY_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_LIQUOR_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_LIQUOR_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_MICRO RESULTS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_MISCELL. LAB FILES_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_MOCK RECALLS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_PRODUCT FILES_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_QUALITY MEETINGS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_REWORK_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_MOUNT JOY_TECH_QA_REWORK_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_PLANT_MAINTENANCE_ALLIED_CBM_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_POLICIES_BUSINESS TEAM PROCESS MANUAL_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_DISTCENTER_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_MAINTENANCE_DEPT MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_MICRO LAB_CALIB MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_MICRO LAB_DEPT MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_ADAGEMANUAL_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_CHOC MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_COMP MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_DCCOATINGMFG_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_GENERAL_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_PROD_PANNING_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QA_CO-PACKER MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QA_CALIBRATION_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QA_CHEM HYGIENE_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QA_DEPT MANUAL_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QUAL PROC_AUDITS_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QUAL PROC_CORRECT_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QUAL PROC_DEPT_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_QUAL PROC_DOC_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_MNTC_CALIB MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_MNTC_DEPT MAN_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_BLENDING_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_BLENDING_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_CHOC SHIP_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_CHOC SHIP_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_GENERAL_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_GENERAL_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_LIQUOR_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_LIQUOR_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_MOLDING SPEC_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_MOLDING SPEC_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_MOLDING_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_MOUNT JOY_MAN_DEPTS_PROD_MOLDING_READ,NA,Add
rhobson,NA,CPLITI01M_SECURE_QM_READ,NA,Add
rhobson,NA,CPLITI01M_SHARED_HQ_PURCHASE_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SHARED_MOUNT JOY_BUDS_CHANGE,NA,Add
rhobson,NA,CPLITI01M_SHARED_MOUNT JOY_PRODUCTION_CHANGE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_QM_QUALITY SYSTEMS MANUAL_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_SCHEDULE_READ,NA,Add
tpotok1,NA,CPLITI01M_Secure_Lititz_Plant_Production_Schedule_Read,NA,Add
tpotok1,NA,CPLITI01M_LITITZ_SUPPLY CHAIN_DEFAULTS,NA,Add
tpotok1,NA,CPLITI01M_LITITZ_WILBURCUSTOMERSERVICE_DEPT_DEFAULTS,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_ADMIN_NEWS LETTER_CHG,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_SALES_COMPLAIN_CHANGE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_SALES_RETDISLOGS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PARK OFFICE_SUPPLY CHAIN_CHANGE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_FRANCE_RE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PROD DEV_CALENDERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP SPECS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_SQI_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_MOUNT JOY_PRODUCTION_SCHEDULE_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_QM_LITITZ_MAN_DEPTS_SALES_CUST SERV DEPT_CHANGE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_QM_QUALITY SYSTEMS MANUAL_READ,NA,Add
tpotok1,NA,CPLITI01M_SHARED_LITITZ_PARK OFFICE_REPORTS_EDI_CHG,NA,Add
tpotok1,NA,CPLITI01M_SHARED_LITITZ_PARK OFFICE_REPORTS_INVENTORY_CHG,NA,Add
tpotok1,NA,CPLITI01M_SHARED_LITITZ_PARK OFFICE_REPORTS_ORDERS_CHG,NA,Add
tpotok1,NA,CPLITI01M_SHARED_LITITZ_PARK OFFICE_REPORTS_RETURNS_CHG,NA,Add
tpotok1,NA,CPLITI01M_Secure_Lititz_Plant_Production_Schedule_Read,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_GRKNS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_PETERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_WILBUR_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_GRKNS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_LAB USE_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_PETERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_WILBUR_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_GRKNS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_PETERS_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_WLBR_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_CO-PACKERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_BRAZ_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_FRANCE_RE,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_HOLL_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_IVORY_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_LIBRA_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_LAB USE_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_PETERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_RAWMATSPEC_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_WILBUR_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_GRKNS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_PETERS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_WLBR_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STOCK PROD_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP LIST_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP SPECS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_KOSHER_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_GRKNS_READ,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_PETERS_REA,NA,Add
tpotok1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_WILBU_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_GRKNS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_PETERS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_WILBUR_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_GRKNS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_LAB USE_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_PETERS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_WILBUR_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_GRKNS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_PETERS_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_WLBR_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_CO-PACKERS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_BRAZ_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_FRANCE_RE,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_HOLL_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_IVORY_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_LIBRA_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_LAB USE_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_PETERS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_RAWMATSPEC_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_WILBUR_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_GRKNS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_PETERS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_WLBR_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STOCK PROD_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP LIST_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP SPECS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_KOSHER_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_GRKNS_READ,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_PETERS_REA,NA,Add
cburkho1,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_MSDS_WILBU_READ,NA,Add
kthomps2 ,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_GRKNS_READ,NA,Add
kthomps2 ,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_PETERS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_LNCS_WILBUR_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_GRKNS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_LAB USE_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_PETERS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_NUTDATA_WILBUR_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_GRKNS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_PETERS_REA,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SHELFLIFE_WLBR_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_CO-PACKERS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_BRAZ_REA,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_FRANCE_RE,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_HOLL_REA,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_IVORY_REA,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_GRKNS_LIBRA_REA,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_LAB USE_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_PETERS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_RAWMATSPEC_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_SPEC_WILBUR_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_GRKNS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_PETERS_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STMTS_WLBR_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECH_PRODINFO_STOCK PROD_READ,NA,Add
kthomps2,NA,CPLITI01M_SECURE_LITITZ_PLANT_TECHNICAL_PRODINFO_COMP LIST_READ,NA,Add
